timestamp,app,direction,protocol,src_ip,dst_ip,sport,dport,pkt_len,ip_ttl,tcp_flags,tcp_window,payload_len,inter_arrival_ms,flow_id
1777297841.409502,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.409672,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.409839,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.167,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410009,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410229,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.221,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410437,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.208,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410607,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410777,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.17,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.410949,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.173,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.411127,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.178,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.411311,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.184,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.411483,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.172,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.411651,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.168,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.411899,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.248,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.412046,spotify,in,TCP,192.168.83.5,95.101.61.32,63357,443,40,128,16,16383,0,0.147,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.412227,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.181,192.168.83.5:63357-95.101.61.32:443-TCP
1777297841.412402,spotify,in,TCP,95.101.61.32,192.168.83.5,443,63357,1500,56,16,619,1460,0.175,192.168.83.5:63357-95.101.61.32:443-TCP
